停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
新竹縣竹東鎮員山里竹美路及下員山路全區,104年10月26日起,104年11月06日止(每日上午8時起至17時止，共9小時停水施作，晚上恢復供水)。,1910、新竹服務所 03-5712141,2015/10/19~2015/11/9,310新竹縣竹東鎮     
停水區域：新北市淡水區新春里、新民里、新義里、新興里、正德里、水碓里、北新里、崁頂里、油車里、沙崙里、埤島里。<BR>水壓降低地區：新北市淡水區義山里,104年10月26日21時,104年10月27日20時,02-26212267、26213170,2015/10/20~2015/10/28,251新北市淡水區     
一、辦理「關西104-01-02中小區計量管網工程」，停水範圍：關西鎮的東山里、東安里、南新里、玉山里、金山里、東光里、新富里、錦山里。,104年10月26日起,104年10月30日止(每日上午9時至下午5時，計8小時停水施工，晚上恢復供水),1910、竹北營運所：(03)5516814、(03)5552501,2015/10/20~2015/11/2,306新竹縣關西鎮     
礁溪鄉柴圍路,2015/10/28 08:00至2015/10/28 12:00,2015/10/28 12:00,03-9323-255*29,2015/10/28~2015/10/28,礁溪鄉柴圍路        
【停水區域一】南投縣國姓鄉長流村;長福村;長豐村;北港村;石門村;國姓村;柑林村;福龜村;乾溝村;北山村;南港村;大石村;大旗村,2015/08/05 9:0至2015/10/27 20:0,2015/10/27 20:0以後,049-2915176,2015/8/6~2015/10/28,544南投縣國姓鄉     
【停水區域一】高雄市岡山區華崗里;嘉興里一帶,2015/09/01 9:0至2015/10/28 18:0,2015/10/28 18:0以後,07-6222814,2015/8/24~2015/10/29,820高雄市岡山區     
【停水區域一】台南市楠西區照興里;興北;興南,2015/08/27 8:0至2015/10/26 18:0,2015/10/26 18:0以後,065742323,2015/8/26~2015/10/27,715台南市楠西區     
【停水區域一】彰化縣伸港鄉無;彰化縣和美鎮無;彰化縣彰化市無;彰化縣線西鄉無,2015/09/01 18:0至2015/12/31 23:59,2015/12/31 23:59以後,04-7353883,2015/9/2~2016/1/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【停水區域一】南投縣國姓鄉國姓村、石門村(少部分),2015/09/10 8:0至2015/11/30 18:0,2015/11/30 18:0以後,049-2915176,2015/9/9~2015/12/1,544南投縣國姓鄉     
【停水區域一】台南市官田區三結義{全部無水},2015/09/21 8:0至2015/10/31 18:0,2015/10/31 18:0以後,(06)5721166,2015/9/17~2015/11/1,720台南市官田區     
【停水區域一】南投縣南投市向上路全部;營北路全部;(含巷弄)例假日及雨天不施工,2015/09/07 8:30至2015/10/30 17:30,2015/10/30 17:30以後,049-2563505,2015/9/17~2015/10/31,540南投縣南投市     540南投縣南投市     
【區域1】台中市太平區太平路/太平六街/太平八街/中平九街/太平十街/永成北路/太平十二街/太平路286巷/及附近巷弄內。,2015/10/01 9:0至2015/12/31 18:30【每日上午9點至下午6點半(非整日停水，僅幹管改接及用戶施作需停水)】,2015/12/31 18:30以後,1910;04-22442469;04-24821831,2015/9/17~2016/1/1,411台中市太平區     
【停水區域一】高雄市美濃區民族路、廣興街、興隆路、民權路、圓山街、雙峰街、福美路及中山路等一帶皆受影響（下午六時以後，前述路段皆減壓供水）。,2015/09/14 10:30至2015/11/05 18:0,2015/11/05 18:0以後,0928741027,2015/9/21~2015/11/6,843高雄市美濃區     
