Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,30 - 50,,1 - 3,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,40 - 60,懸浮微粒,2 - 4,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,70 - 90,懸浮微粒,5 - 9,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,70 - 90,懸浮微粒,4 - 8,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,65 - 85,懸浮微粒,3 - 7,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,50 - 70,懸浮微粒,3 - 5,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,60 - 80,懸浮微粒,3 - 6,2015-12-31,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,30 - 50,,1 - 2,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,60 - 80,懸浮微粒,4 - 8,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,65 - 85,懸浮微粒,3 - 7,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,55 - 75,懸浮微粒,3 - 6,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,25 - 45,,2 - 3,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,30 - 50,,2 - 3,2015-12-30,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,澎湖,25 - 45,,2 - 3,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,金門,40 - 60,懸浮微粒,2 - 4,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,馬祖,35 - 55,懸浮微粒,2 - 3,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,30 - 50,,1 - 2,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,60 - 80,懸浮微粒,4 - 8,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,65 - 85,懸浮微粒,3 - 6,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,55 - 75,懸浮微粒,3 - 5,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,25 - 45,,2 - 3,2015-12-29,2015-12-29 11:30
1.29日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.29日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。 3.30及31日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,30 - 50,,2 - 3,2015-12-29,2015-12-29 11:30
