Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,花東,30 - 50,,1 - 3,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,宜蘭,35 - 55,懸浮微粒,2 - 3,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,高屏,75 - 95,臭氧,6 - 9,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,雲嘉南,75 - 95,懸浮微粒,5 - 9,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,中部,70 - 90,懸浮微粒,4 - 8,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,竹苗,55 - 75,懸浮微粒,2 - 4,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,北部,55 - 75,懸浮微粒,3 - 5,2015-12-25,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,花東,25 - 45,,1 - 3,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,高屏,75 - 95,臭氧,6 - 9,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,雲嘉南,75 - 95,懸浮微粒,4 - 8,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,中部,70 - 90,懸浮微粒,4 - 8,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,竹苗,55 - 75,懸浮微粒,2 - 3,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,北部,55 - 75,臭氧,2 - 3,2015-12-24,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,澎湖,25 - 45,,2 - 4,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,金門,40 - 60,懸浮微粒,3 - 6,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,馬祖,30 - 50,,2 - 3,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,花東,25 - 45,,1 - 3,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,高屏,80 - 100,臭氧,6 - 9,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,雲嘉南,70 - 90,懸浮微粒,4 - 8,2015-12-23,2015-12-22 18:30
1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.23日中南部地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.24、25日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。,中部,70 - 90,懸浮微粒,4 - 8,2015-12-23,2015-12-22 18:30
