停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
新豐鄉：中崙村、鳳坑村、上坑村、埔和村。<BR>水壓降低地區：<BR>竹北市：大眉里、大義里、尚義里、崇義里等四里。<BR>湖口鄉：新竹工業區西區、鳳凰村、鳳山村、波羅村。<BR>新豐鄉：員山村、松林村、山崎村、忠孝村、崎頂村、松柏村、重興村、坡頭村。<BR><BR>,104年01月10日下午16時起,104年01月11日02時止,1910、湖口營運所03-5981603,2014/12/29~2015/1/12,303新竹縣湖口鄉     304新竹縣新豐鄉     302新竹縣竹北市     
【區域1】彰化縣伸港鄉全部;彰化縣和美鎮全部;彰化縣彰化市全部;彰化縣線西鄉全部,2014/12/01 0:0至2015/01/31 23:59 ,2015/01/31 23:59以後,04-7353883,2014/12/5~2015/2/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【區域1】彰化縣伸港鄉全部;彰化縣和美鎮全部;彰化縣彰化市全部;彰化縣線西鄉全部,2014/12/01 0:0至2015/01/31 23:59 ,2015/01/31 23:59以後,04-7353883,2014/12/5~2015/2/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【區域3】彰化縣伸港鄉全部;彰化縣和美鎮全部;彰化縣彰化市全部;彰化縣線西鄉全部,2014/12/01 0:0至2015/01/31 23:59 ,2015/01/31 23:59以後,04-7353883,2014/12/5~2015/2/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【區域1】台南市新市區大社里;潭頂里,2014/12/11 10:0至2015/05/31 23:0 ,2015/05/31 23:0以後,06-5973437,2014/12/11~2015/6/1,744台南市新市區     
【區域1】高雄市內門區永吉里;永富里;永興里,2014/12/08 8:0至2015/01/31 18:0【每日上午8點至下午6點(地勢較高地區延至晚上9點復水)】,2015/01/31 18:0以後,07-6613807,2014/12/12~2015/2/1,845高雄市內門區     
【區域1】新北市林口區南勢里忠孝路2號至140號、忠孝路1至91號、文化三路一段415至469號。,2014/12/23 10:0至2015/01/05 18:0【(每日上午10時起至下午18時止)】,2015/01/05 18:0以後,免付費服務電話：1910    林口服務所:02-26030522,2014/12/19~2015/1/6,244新北市林口區     
【區域1】台中市豐原區一心路185巷;社興路;社皮路（含巷弄）,2014/12/22 8:30至2015/02/09 18:30 ,2014/12/22至2015/2/9每日下午 06:30以後,04-25722643,2014/12/23~2015/2/10,420台中市豐原區     
【區域1】高雄市苓雅區苓雅區五福里、正道里、正心里福德一、二路兩側（建國一路~建國一路140巷）、（福德二路~憲政路11號前）等處,2014/12/24 8:30至2015/01/31 19:0【每日上午0800至下午1900】,2014/12/24至2015/1/31每日下午 07:00以後,07-3312292-237,2014/12/24~2015/2/1,802高雄市苓雅區     
【區域1】台中市豐原區中正路737巷 737巷55弄 一心路141至244號(雙側) 一心路216巷 一心路232巷 一心路229巷 社皮路76巷,2014/12/16 8:30至2015/01/09 18:30 ,2014/12/16至2015/1/9每日下午 06:30以後,04-25722643,2014/12/25~2015/1/10,420台中市豐原區     
【區域1】新北市林口區湖南里四維路106號至146號、文化三路二段551號至577號、仁愛路二段506號至528號。,2015/01/07 10:0至2015/01/18 18:0【每日上午10時起至下午18時止】,2015/01/18 18:0以後,免付費服務電話：1910    林口服務所:02-26030522,2014/12/25~2015/1/19,244新北市林口區     
【區域1】台南市安南區梅花里;鳳凰里;安中路一段476號起至622巷雙號側全部含巷弄,2014/12/27 8:0至2015/01/15 18:0【每日上午8點至下午6點】,2014/12/27至2015/1/15每日下午 06:00以後,06-3036097,2014/12/26~2015/1/16,709台南市安南區     
【區域1】屏東縣來義鄉文樂村;望嘉村,2015/01/05 8:0至2015/01/16 17:0【每日上午8點至下午5點】,2015/01/16 17:0以後,08-8325550,2014/12/27~2015/1/17,922屏東縣來義鄉     
【區域1】嘉義縣水上鄉柳子林105號至179號。,2014/12/27 8:0至2015/01/16 18:0【每日上午8點至下午6點】,2015/01/16 18:0以後,2252670*310,2014/12/27~2015/1/17,608嘉義縣水上鄉     
【區域1】嘉義市東區溪興街全部、興村街全部。,2014/12/29 8:0至2015/01/03 18:0【每日上午8點至下午6點】,2014/12/29至2015/1/3每日下午 06:00以後,2252670*306,2014/12/27~2015/1/4,600嘉義市東區       
【區域1】桃園市中壢區健行路與中北路等地區。,2015/01/13 22:0至2015/01/14 9:0 ,2015/01/14 9:0以後,免付費服務電話：1910  中壢服務所:03-4251506,2014/12/29~2015/1/15,320桃園市中壢區     
【區域1】新北市林口區南勢里忠孝路2號至140號、忠孝路1號至91號、忠孝路308巷2至20號、文化三路一段415號至469號、460至486號;等,2014/12/23 10:0至2015/01/05 18:0【每日上午10點至下午18點】,2015/01/05 18:0以後,0928282342,2014/12/29~2015/1/6,244新北市林口區     
【區域1】高雄市小港區港墘里、港后里、港口里、港明里;高雄市前鎮區草衙里、明孝里、明義里及62~70號碼頭、臨廣工業區;高雄市旗津區全區,2015/01/07 10:0至2015/01/07 21:0 ,2015/01/07 21:0以後,1910,2014/12/29~2015/1/8,812高雄市小港區     806高雄市前鎮區     805高雄市旗津區     
