Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 2,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,高屏,75 - 95,臭氧,4 - 8,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,雲嘉南,75 - 95,臭氧,3 - 7,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,中部,80 - 100,臭氧,3 - 7,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,竹苗,40 - 65,臭氧,1 - 3,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,北部,35 - 55,懸浮微粒,1 - 3,2015-11-15,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 2,2015-11-14,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-14,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,高屏,75 - 95,臭氧,4 - 8,2015-11-14,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,雲嘉南,70 - 90,臭氧,3 - 6,2015-11-14,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,中部,75 - 95,臭氧,3 - 6,2015-11-14,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,竹苗,35 - 60,懸浮微粒,1 - 3,2015-11-14,2015-11-13 10:30
1.13日高屏PSI為不良等級；其他地區及外島PSI為普通至良好等級，指標污染物為臭氧。2.13日中部及高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.14日及15日全臺各地PSI為普通至良好等級；指標污染物為臭氧及懸浮微粒；高屏PM2.5指標為中至高等級，其他為低至中等級。,北部,35 - 60,懸浮微粒,1 - 3,2015-11-14,2015-11-13 10:30
