SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,80,懸浮微粒,普通,2.6,0.19,47,106,27,5,5.4,69,3,7.96,2.96,2015-10-19 18:00
關山,臺東縣,31,,良好,1.3,,37,29,8,5.4,2.4,69,1,5.79,.44,2015-10-19 18:00
馬公,澎湖縣,42,,良好,1.4,0.18,47,45,28,2.7,6.3,102,2,4.22,1.54,2015-10-19 18:00
金門,金門縣,54,懸浮微粒,普通,1.5,0.21,49,60,23,7.4,3.4,50,2,8.87,1.46,2015-10-19 18:00
馬祖,連江縣,50,,良好,2,0.2,60,49,23,3.5,7.1,58,2,4.7,1.2,2015-10-19 18:00
埔里,南投縣,78,臭氧,普通,1.5,0.76,94,66,55,18,1.5,290,4,18.5,.69,2015-10-19 18:00
復興,高雄市,76,懸浮微粒,普通,5.3,1.39,67,106,58,39,0.5,209,6,40.1,1.08,2015-10-19 18:00
永和,新北市,33,,良好,1.6,0.53,26,29,8,15,2.8,95,1,20.18,5.63,2015-10-19 18:00
竹山,南投縣,71,懸浮微粒,普通,4.1,0.43,55,106,59,17,1.6,288,7,19.15,2.03,2015-10-19 18:00
中壢,桃園市,42,,良好,3.5,1.21,20,48,6,25,1.9,172,1,45.85,20.72,2015-10-19 18:00
三重,新北市,0,,,3.5,1.97,,30,11,36,,,,93.45,57.38,2015-10-19 18:00
冬山,宜蘭縣,26,,良好,3.8,0.43,9.8,22,22,24,1.5,308,2,29.68,5.59,2015-10-19 18:00
宜蘭,宜蘭縣,29,,良好,2.3,0.3,28,24,1,11,1,205,1,11.84,1.33,2015-10-19 18:00
陽明,臺北市,34,,良好,1.7,0.1,41,6,5,1,,,1,2.26,1.27,2015-10-19 18:00
花蓮,花蓮縣,35,,良好,2.1,0.32,33,35,12,9.6,1.9,27,2,11.19,1.59,2015-10-19 18:00
臺東,臺東縣,31,,良好,2,0.28,37,32,9,4.5,3.8,78,1,6.48,1.94,2015-10-19 18:00
恆春,屏東縣,0,,,,,,24,7,,12,39,,,,2015-10-19 18:00
潮州,屏東縣,72,懸浮微粒,普通,4.2,0.41,76,93,48,8.7,1.4,237,6,9.69,1.04,2015-10-19 18:00
屏東,屏東縣,74,懸浮微粒,普通,7.4,0.82,61,103,65,25,2.1,185,6,25.78,1.28,2015-10-19 18:00
小港,高雄市,70,懸浮微粒,普通,16,0.67,59,95,37,54,1.1,245,4,54.85,.45,2015-10-19 18:00
前鎮,高雄市,67,臭氧,普通,5.2,0.84,80,21,7,34,1.1,298,1,36.55,2.15,2015-10-19 18:00
前金,高雄市,78,懸浮微粒,普通,3.2,0.65,87,107,58,19,1,308,6,20.32,.85,2015-10-19 18:00
左營,高雄市,70,懸浮微粒,普通,3.6,0.48,81,85,51,18,1.9,307,6,18.07,-.03,2015-10-19 18:00
楠梓,高雄市,88,懸浮微粒,普通,4.3,0.81,77,124,61,23,1.2,251,8,23.12,.56,2015-10-19 18:00
林園,高雄市,71,臭氧,普通,4.6,0.37,85,32,22,8.8,1.6,206,3,9.96,1.2,2015-10-19 18:00
大寮,高雄市,70,臭氧,普通,4.6,0.56,84,83,41,17,,,4,17.94,1.06,2015-10-19 18:00
鳳山,高雄市,78,懸浮微粒,普通,4.3,1.3,69,125,49,42,0.9,124,4,43.75,1.49,2015-10-19 18:00
仁武,高雄市,87,懸浮微粒,普通,4.6,0.76,70,122,63,34,1.3,258,8,35.04,1.2,2015-10-19 18:00
