停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
新埔鎮：四座里、五埔里、田新里地區及關西鎮：東平里地區停水。,104年01月22日起,104年1月30日止(每日上午9時起至17時止，共8小時停水施作，晚上恢復供水),1910、竹北營運所 (03) 5516814、(03) 5552501 ,2015/1/14~2015/2/2,305新竹縣新埔鄉     
基隆市安樂、仁愛、信義及中正區。,104年1月27日10時,104年1月28日9時,(02)24245200,2015/1/20~2015/1/28,200基隆市仁愛區     201基隆市信義區     202基隆市中正區     204基隆市安樂區     
新豐鄉：中崙村、鳳坑村、上坑村、埔和村。<BR>水壓降低地區：<BR>竹北市：大眉里、大義里、尚義里、崇義里等四里。<BR>湖口鄉：新竹工業區西區、鳳凰村、鳳山村、波羅村。<BR>新豐鄉：員山村、松林村、山崎村、忠孝村、崎頂村、松柏村、重興村、坡頭村。<BR>,104年01月31日下午16時起,104年02月11日02時止,1910、湖口營運所03-5981603,2015/1/21~2015/2/3,303新竹縣湖口鄉     304新竹縣新豐鄉     
【區域1】彰化縣伸港鄉全部;彰化縣和美鎮全部;彰化縣彰化市全部;彰化縣線西鄉全部,2014/12/01 0:0至2015/01/31 23:59 ,2015/01/31 23:59以後,04-7353883,2014/12/5~2015/2/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【區域1】彰化縣伸港鄉全部;彰化縣和美鎮全部;彰化縣彰化市全部;彰化縣線西鄉全部,2014/12/01 0:0至2015/01/31 23:59 ,2015/01/31 23:59以後,04-7353883,2014/12/5~2015/2/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【區域3】彰化縣伸港鄉全部;彰化縣和美鎮全部;彰化縣彰化市全部;彰化縣線西鄉全部,2014/12/01 0:0至2015/01/31 23:59 ,2015/01/31 23:59以後,04-7353883,2014/12/5~2015/2/1,509彰化縣伸港鄉     508彰化縣和美鎮     500彰化縣彰化市     507彰化縣線西鄉     
【區域1】台南市新市區大社里;潭頂里,2014/12/11 10:0至2015/05/31 23:0 ,2015/05/31 23:0以後,06-5973437,2014/12/11~2015/6/1,744台南市新市區     
【區域1】高雄市內門區永吉里;永富里;永興里,2014/12/08 8:0至2015/01/31 18:0【每日上午8點至下午6點(地勢較高地區延至晚上9點復水)】,2015/01/31 18:0以後,07-6613807,2014/12/12~2015/2/1,845高雄市內門區     
【區域1】台中市豐原區一心路185巷;社興路;社皮路（含巷弄）,2014/12/22 8:30至2015/02/09 18:30 ,2014/12/22至2015/2/9每日下午 06:30以後,04-25722643,2014/12/23~2015/2/10,420台中市豐原區     
【區域1】高雄市苓雅區苓雅區五福里、正道里、正心里福德一、二路兩側（建國一路~建國一路140巷）、（福德二路~憲政路11號前）等處,2014/12/24 8:30至2015/01/31 19:0【每日上午0800至下午1900】,2014/12/24至2015/1/31每日下午 07:00以後,07-3312292-237,2014/12/24~2015/2/1,802高雄市苓雅區     
【區域1】桃園市八德區夜間減壓供水限水;桃園市大園區夜間減壓供水限水;桃園市大溪區夜間減壓供水限水;桃園市中壢區夜間減壓供水限水;桃園市平鎮區夜間減壓供水限水;桃園市桃園區夜間減壓供水限水;桃園市復興區夜間減壓供水限水;桃園市新屋區夜間減壓供水限水;桃園市楊梅區夜間減壓供水限水;桃園市龍潭區夜間減壓供水限水;桃園市龜山區夜間減壓供水限水;桃園市蘆竹區夜間減壓供水限水;桃園市觀音區夜間減壓供水限水;新北市五股區夜間減壓供水限水;新北市林口區夜間減壓供水限水;新北市泰山區夜間減壓供水限水;新北市鶯歌區夜間減壓供水限水;新竹縣湖口鄉夜間減壓供水限水;新竹縣新豐鄉夜間減壓供水限水,2014/11/27 23:0至2015/02/17 0:0【夜間減壓供水限水】,2015/02/17 0:0以後,免付費服務電話：1910,2014/12/29~2015/2/18,334桃園市八德區     337桃園市大園區     335桃園市大溪區     320桃園市中壢區     324桃園市平鎮區     330桃園市桃園區     336桃園市復興區     327桃園市新屋區     326桃園市楊梅區     325桃園市龍潭區     333桃園市龜山區     338桃園市蘆竹區     328桃園市觀音區     248新北市五股區     244新北市林口區     243新北市泰山區     239新北市鶯歌區     303新竹縣湖口鄉     304新竹縣新豐鄉     
【區域1】南投縣國姓鄉北山村,2014/12/29 9:0至2015/01/31 18:0【每日上午9點至下午6點】,2015/01/31 18:0以後,0492915176,2014/12/29~2015/2/1,544南投縣國姓鄉     
【區域1】桃園市大溪區瑞興里;中新里,2015/01/05 9:0至2015/01/21 17:0【1/10、1/11、1/17、1/18(除外)，其餘每日上午九點至十七點停水。】,2015/1/5至2015/1/21每日下午 05:00以後,4712002#303,2014/12/31~2015/1/22,335桃園市大溪區     
【區域3】彰化縣鹿港鎮全部村里;彰化縣福興鄉二港村;三汴村;三和村;同安村;外埔村;西勢村;秀厝村;社尾村;頂粘村;麥厝村;番婆村;廈粘村;萬豐村;福南村;福興村;福寶村;橋頭村;鎮平村,2015/01/05 23:0至2015/01/31 23:0 ,2015/01/31 23:0以後,04-7772127，04-7772609,2015/1/5~2015/2/1,505彰化縣鹿港鎮     506彰化縣福興鄉     
【區域1】台中市豐原區一心路185巷;社興路;社皮路（含巷弄）,2015/01/06 8:30至2015/02/09 18:30 ,2015/1/6至2015/2/9每日下午 06:30以後,04-25722643,2015/1/6~2015/2/10,420台中市豐原區     
【區域1】屏東縣枋寮鄉枋寮村;中興路;沿海路;德興路,2015/01/07 8:0至2015/01/26 17:0【每日上午8點至下午5點(例假日不施工)】,2015/01/26 17:0以後,08-8325550,2015/1/6~2015/1/27,940屏東縣枋寮鄉     
【區域1】嘉義市東區後湖里保仁三街、保仁二街、保仁一街、保愛一街、保成路131巷及保成路115-6號至115-10號等所有住戶,2015/01/08 8:0至2015/01/24 18:0【每日上午8點至下午6點(管線末端用戶至下午8點)】,2015/01/24 18:0以後,05-2252670轉252,2015/1/6~2015/1/25,600嘉義市東區       600嘉義市嘉義市     
【區域1】新北市林口區西林里中正路451至559號，文化一路二段36至68號,2015/01/20 10:0至2015/01/30 18:0 ,2015/01/30 18:0以後,免付費服務電話：1910    林口服務所:02-26031880,2015/1/9~2015/1/31,244新北市林口區     
【區域1】新北市五股區外寮路;登林路;登林路貿商巷    新北市五股區全區夜間減壓供水;新北市泰山區 新北市泰山區全區夜間減壓供水,2015/01/15 21:0至2015/01/31 8:0【21:00----08:00】,2015/01/31 8:0以後,1910,2015/1/9~2015/2/1,248新北市五股區     243新北市泰山區     
【區域1】台南市安南區1.安中路一段702巷東側起至970號雙號側全部含巷弄   2.怡安路二段545巷全部含巷弄,2015/01/07 8:0至2015/01/20 18:30【預計每日上午8點至下午18點 停水至18點以後恢復供水，遇雨順延】,2015/1/7至2015/1/20每日下午 06:30以後,06-3036097,2015/1/9~2015/1/21,709台南市安南區     
【區域1】彰化縣永靖鄉湳港村、新庄村、永社路等一帶;彰化縣田尾鄉平和路一帶,2015/01/12 8:0至2015/01/26 18:0【每日上午8點至下午6點】,2015/1/12至2015/1/26每日下午 06:00以後,04-7245031-301監工人員楊凱鈞、0933-561826承包商沅盛工程有限公司,2015/1/12~2015/1/27,512彰化縣永靖鄉     522彰化縣田尾鄉     
【區域1】彰化縣彰化市岸頭巷、英士路、環山路、南校街6巷、寶山路126巷等,2015/01/12 8:0至2015/01/26 18:0【每日上午8點至下午6點】,2015/01/26 18:0以後,04-7245031*309(承包商：旺威工程有限公司，陳欽賢0932535188),2015/1/12~2015/1/27,500彰化縣彰化市     
【區域1】彰化縣員林鎮山腳路5段、山腳路6段、山腳路6段254巷、山腳路6段132巷、東北巷、東北巷90弄等,2015/01/12 8:0至2015/01/26 18:0【每日上午8點至下午6點】,2015/1/12至2015/1/26每日下午 06:00以後,04-7245031*301(承包商：上校水管工程行，張圳益0920-900823),2015/1/12~2015/1/27,510彰化縣員林鎮     
【區域1】台中市南屯區南屯路二段以東.五權西路二段以南.南屯路二段860巷以西.南屯路二段以北,2015/01/20 8:30至2015/01/20 16:0 ,2015/01/20 16:0以後,04-22210169,2015/1/12~2015/1/21,408台中市南屯區     
【區域1】台中市南屯區保安二街以東.文山三街以南.保安一街以西.文山二街以北,2015/01/22 8:30至2015/01/22 16:0 ,2015/01/22 16:0以後,22210169,2015/1/12~2015/1/23,408台中市南屯區     
【區域1】台中市北屯區環中東路二段以東.東山路一段以南.和順路以西.軍福十三路以北.,2015/01/21 8:30至2015/01/21 16:0 ,2015/01/21 16:0以後,22210169,2015/1/12~2015/1/22,406台中市北屯區     
【區域1】台中市神岡區社皮路（含巷弄）;台中市豐原區一心路185巷;社興路,2015/01/12 8:30至2015/01/26 18:30 ,2015/1/12至2015/1/26每日下午 06:30以後,04-25722643,2015/1/12~2015/1/27,429台中市神岡區     420台中市豐原區     
【區域1】台中市西屯區臺灣大道3段729巷以東.朝貴一街以南.朝貴一街以西.朝貴一街以北,2015/01/26 8:30至2015/01/26 16:0 ,2015/01/26 16:0以後,22210169,2015/1/12~2015/1/27,407台中市西屯區     
【區域1】台中市南屯區永春東一路以東.永平路以南.永平路421巷以西.向心南路169巷以北,2015/01/28 8:30至2015/01/28 16:0 ,2015/01/28 16:0以後,22210169,2015/1/12~2015/1/29,408台中市南屯區     
【區域1】台中市西屯區玉門路以東.國安二路以南.福林路以西.國安一路以北,2015/01/27 8:30至2015/01/27 16:0 ,2015/01/27 16:0以後,22210169,2015/1/12~2015/1/28,407台中市西屯區     
【區域1】新北市淡水區鄧公里鄧公路段,2015/01/13 11:0至2015/01/26 16:0【104年1月13日起至104年1月26日止每日上午11時至下午16時止】,2015/01/26 16:0以後,02-26212267,2015/1/12~2015/1/27,251新北市淡水區     
【區域1】台南市安平區(建平里)(怡平里)(華平里)  1.建平十七街(全部含巷弄)  2.慶平路1至571號(單號側含巷弄)2至446號(雙號側含巷弄)  3.華平路632至690號(雙號側含巷弄)581至619號(單號側含巷弄)  4.文平路449至545號(單號側含巷弄)  5.建平十二街103至177號(單號側含巷弄)140至396號(雙號側含巷弄)  6.建平十一街232至336號(雙號側含巷弄)  7.永華六街街182至218號(雙號側含巷弄)235至287號(單號側含巷弄),2015/01/13 8:0至2015/01/30 18:0【預計每日上午8點至下午18點 停水至18點以後恢復供水，遇雨順延】,2015/1/13至2015/1/30每日下午 06:00以後,06-3036097*301,2015/1/12~2015/1/31,708台南市安平區     
【區域1】桃園市桃園區秀山路、秀山路86巷、秀山路96巷、大同西路、大同西路47巷、大同西路61巷、大同西路69巷、,2015/01/13 9:0至2015/01/23 17:0【每日上午9點至下午5點】,2015/01/23 17:0以後,03-3346127,2015/1/13~2015/1/24,330桃園市桃園區     
【區域1】台南市安南區1.安中路一段711至863號(單側含巷弄)  2.安中路一段705巷全部(含巷弄)  3.安中路一段757巷2-66號及1-71號   4.同安路382巷(含巷弄),2015/01/13 8:0至2015/01/26 18:0【預計每日上午8點至下午18點 停水至18點以後恢復供水，遇雨順延】,2015/1/13至2015/1/26每日下午 06:00以後,06-3036097*301,2015/1/13~2015/1/27,709台南市安南區     
【區域1】新竹縣新埔鎮五埔里;四座里;田新里;新竹縣關西鎮東平里,2015/01/22 9:0至2015/01/30 17:0【每日上午9點至下午5點】,2015/1/22至2015/1/30每日下午 05:00以後,03-5516814,2015/1/13~2015/1/31,305新竹縣新埔鎮     306新竹縣關西鎮     
【區域1】桃園市桃園區武陵里、萬壽里、南門里;桃園市龜山區山頂里、山德里,2015/01/27 22:0至2015/01/28 9:0 ,2015/01/28 9:0以後,免付費服務電話：1910    桃園服務所:03-3346128,2015/1/13~2015/1/29,330桃園市桃園區     333桃園市龜山區     
【區域1】台南市南區1.南區明興路1181巷2號 2.南區明興路1183號~1283號(含巷弄),2015/01/19 8:0至2015/01/31 18:0【預計每日上午8點至下午18點 停水至18點以後恢復供水，遇雨順延】,2015/1/19至2015/1/31每日下午 06:00以後,06-3036097,2015/1/15~2015/2/1,702台南市南區       
【區域1】南投縣南投市南投市中正路(雙號)南側(由中興圓環至向上路),2015/01/16 8:0至2015/01/23 17:0【每日上午8點至下午5點】,2015/1/16至2015/1/23每日下午 05:00以後,049-2563505,2015/1/16~2015/1/24,540南投縣南投市     
【區域1】彰化縣鹿港鎮中山路25號至193號單號用戶，新舊斷管改接，每日約15至20戶用戶外線改接，1月13日為25號至55號，1月14日為57號87號，1月15日為89號至119號，1月16日為121號至151號，1月17日為153號至183號，1月19日為183號至193號，25號至125號影響用水為1月13日至1月16日早上9:00至下午4:00，共4天。127號至183號影響用水為1月17日、1月18日、1月19日早上9:00至下午4:00，共3天，請民眾提早蓄水備用。,2015/01/13 9:0至2015/01/20 16:30【每日上午9點至下午4點30分】,2015/1/13至2015/1/20每日下午 04:30以後,04-7772127、04-7772609,2015/1/16~2015/1/21,505彰化縣鹿港鎮     
【區域1】南投縣草屯鎮草屯轄區,2015/01/17 0:0至2015/02/13 23:59 ,2015/02/13 23:59以後,049-2563505;2566689,2015/1/17~2015/2/14,542南投縣草屯鎮     
【區域1】高雄市三民區德智、德仁、達明、達德、達仁里瀋陽街東側及西側(由十全一路南側至九如二路北側)、瀋陽街(自由一路西側至吉林街東側)一帶,2015/01/19 9:0至2015/01/22 19:0【每日上午9點至下午6點】,2015/1/19至2015/1/22每日下午 07:00以後,07-3312292轉237,2015/1/19~2015/1/23,807高雄市三民區     
【區域1】嘉義縣竹崎鄉鹿滿村;鹿嗚路,2015/01/20 9:0至2015/01/22 20:0【每日上午9點至下午7點】,2015/01/22 20:0以後,05-2611075,2015/1/19~2015/1/23,604嘉義縣竹崎鄉     
【區域1】高雄市鳳山區南光街、南和街(其巷弄)、五甲二路451~565等巷道、林森路121~195等巷道,2015/01/20 9:0至2015/01/20 18:0【上午9點至下午6點】,2015/01/20 18:0以後,07-7883714,2015/1/19~2015/1/21,830高雄市鳳山區     
【區域1】高雄市鳳山區南江街109巷及華江街等、三商街、南江街(約在7、16、19、64巷內等範圍),2015/01/21 9:0至2015/01/21 18:0【上午98點至下午6點】,2015/01/21 18:0以後,077883714,2015/1/19~2015/1/22,830高雄市鳳山區     
【區域1】台東縣台東市加路蘭,2015/01/20 8:30至2015/01/20 16:0 ,2015/01/20 16:0以後,089-322138,2015/1/19~2015/1/21,950台東縣台東市     
【區域1】台南市大內區內郭里;曲溪里;台南市山上區山上里;玉峰里;新莊里,2015/01/20 8:0至2015/01/20 17:30 ,2015/01/20 17:30以後,06-5973437,2015/1/19~2015/1/21,742台南市大內區     743台南市山上區     
【區域1】雲林縣虎尾鎮虎尾所供水轄區,2015/01/20 8:0至2015/01/20 20:0 ,2015/01/20 20:0以後,05-6322047,2015/1/19~2015/1/21,632雲林縣虎尾鎮     
【區域1】新竹縣湖口鄉中正村;湖鏡村;波羅村;中勢村;信勢村;愛勢村;德盛村;信義村;東興村,2015/01/29 8:0至2015/01/29 19:0 ,2015/01/29 19:0以後,03-5981603  1910,2015/1/19~2015/1/30,303新竹縣湖口鄉     
【區域1】嘉義縣竹崎鄉和平村;田寮;田寮仔;過溪;過溪仔,2015/01/19 8:0至2015/02/02 19:0【每日上午8點至下午6點】,2015/02/02 19:0以後,05-2611075,2015/1/19~2015/2/3,604嘉義縣竹崎鄉     
【區域1】屏東縣內埔鄉內埔工業區;屏東縣長治鄉井榮路附近一帶,2015/01/19 19:0至2015/01/20 0:0 ,2015/01/20 0:0以後,0937384751,2015/1/19~2015/1/21,912屏東縣內埔鄉     908屏東縣長治鄉     
【區域1】花蓮縣吉安鄉南華村、干城村,2015/01/19 20:20至2015/01/20 0:0 ,2015/01/20 0:0以後,,2015/1/19~2015/1/21,973花蓮縣吉安鄉     
【區域1】南投縣草屯鎮富寮里全部,2015/01/20 9:31至2015/01/20 14:0 ,2015/01/20 14:0以後,0492563505,2015/1/20~2015/1/21,542南投縣草屯鎮     
【區域1】高雄市杉林區大愛路,2015/01/20 8:15至2015/01/20 17:0 ,2015/01/20 17:0以後,076613807,2015/1/20~2015/1/21,846高雄市杉林區     
【區域1】雲林縣水林鄉全部村里.大山村.蕃薯村.松中.松北.大溝村.順興村.尖山村.萬興村.車港村.春埔村.西井村.蘇秦.內湖.水林路.水南村.水北村.部分區域水壓降低.部份時段停水;,2015/01/12 9:0至2015/01/21 18:0【上午9點~下午6點】,2015/01/21 18:0以後,05-7832040,2015/1/20~2015/1/22,652雲林縣水林鄉     
【區域1】高雄市仁武區高雄市仁武區鳳仁路與鳳仁路218巷路口至新瑞街路口.中華路.新莊路.新鴻街.新瑞街.文學街,2015/01/20 8:40至2015/01/20 17:30 ,2015/01/20 17:30以後,07-3513332,2015/1/20~2015/1/21,814高雄市仁武區     
【區域1】嘉義縣布袋鎮東港里,2015/01/20 8:30至2015/01/20 18:30 ,2015/01/20 18:30以後,05-3412045,2015/1/20~2015/1/21,625嘉義縣布袋鎮     
【區域1】嘉義縣民雄鄉東榮村  頂崙村全部,2015/01/20 8:30至2015/01/20 12:0 ,2015/01/20 12:0以後,0932978332,2015/1/20~2015/1/21,621嘉義縣民雄鄉     
【區域1】花蓮縣卓溪鄉立山村;崙山村,2015/01/20 8:30至2015/01/20 11:30 ,2015/01/20 11:30以後,(03)8882403,2015/1/20~2015/1/21,982花蓮縣卓溪鄉     
【區域1】屏東縣三地門鄉青葉村;青山村;;屏東縣高樹鄉建興村;,2015/01/20 8:0至2015/01/20 18:0 ,2015/01/20 18:0以後,08-7962041,2015/1/20~2015/1/21,901屏東縣三地門鄉   906屏東縣高樹鄉     
【區域1】南投縣水里鄉中山路一段;博愛路;六合路;五福路;八德街;七賢街,2015/01/20 9:0至2015/01/20 14:30 ,2015/01/20 14:30以後,0492762076,2015/1/20~2015/1/21,553南投縣水里鄉     
【區域1】桃園市龜山區振興路及周邊巷弄,2015/01/20 10:0至2015/01/20 16:0 ,2015/01/20 16:0以後,033294999*305,2015/1/20~2015/1/21,333桃園市龜山區     
【區域1】苗栗縣竹南鎮大厝里.中華里,2015/01/20 9:0至2015/01/20 12:0 ,2015/01/20 12:0以後,623500,2015/1/20~2015/1/21,350苗栗縣竹南鎮     
【區域1】台中市西屯區至善路以東.西屯路二段以南.西屯路二段以西.至善路148巷以北,2015/01/21 8:30至2015/01/21 16:0 ,2015/01/21 16:0以後,22210169,2015/1/20~2015/1/22,407台中市西屯區     
【區域1】高雄市杉林區大愛里;高雄市旗山區永和里;圓富里;中正里;大林里及地勢較高地區,2015/01/21 10:0至2015/01/21 19:0 ,2015/01/21 19:0以後,076613807,2015/1/20~2015/1/22,846高雄市杉林區     842高雄市旗山區     
【區域1】台南市南區喜樹路、喜明街,2015/01/20 8:0至2015/01/20 17:0 ,2015/01/20 17:0以後,06-3036097,2015/1/20~2015/1/21,702台南市南區       
【區域1】雲林縣北港鎮雲林縣/北港鎮/武德街全部.文仁路全部.文仁路364巷全部,2015/01/20 9:30至2015/01/20 10:30 ,2015/01/20 10:30以後,05-7832040,2015/1/20~2015/1/21,651雲林縣北港鎮     
【區域1】新北市貢寮區泮宮路;長泰路;長潭街;朝陽街;貢寮街;學苑街;下雙溪街,2015/01/20 9:0至2015/01/20 15:0 ,2015/01/20 15:0以後,24941800,2015/1/20~2015/1/21,228新北市貢寮區     
【區域1】新北市泰山區明志路二段7巷、仁愛路6巷(以上含周邊巷弄),2015/01/20 10:0至2015/01/20 18:0 ,2015/01/20 18:0以後,29097480,2015/1/20~2015/1/21,243新北市泰山區     
【區域1】嘉義市東區榮檜里林森西路附近一帶全部,2015/01/20 9:27至2015/01/20 11:27 ,2015/01/20 11:27以後,2779117,2015/1/20~2015/1/21,600嘉義市東區       
【區域1】台南市安南區安和路一段、府安路四段、郡安路四段、文安街,2015/01/20 9:0至2015/01/20 17:0 ,2015/01/20 17:0以後,06-3036097,2015/1/20~2015/1/21,709台南市安南區     
【區域1】桃園市觀音區觀音里,2015/01/20 9:40至2015/01/20 18:0 ,2015/01/20 18:0以後,3862156,2015/1/20~2015/1/21,328桃園市觀音區     
【區域1】台中市北區陝西東一街;陝西東二街;陝西東三街;陝西東五街;陝西東四街;陝西路;武昌南街;武昌路;天津路一段;漢口路三段;武漢街;漢陽街};中清路一段 等附近,2015/01/20 10:5至2015/01/20 15:5 ,2015/01/20 15:5以後,22442469.1910,2015/1/20~2015/1/21,404台中市北區       
【區域1】宜蘭縣南澳鄉武塔村(免費服務專線1910.廣興給水廠服務專線039553098),2015/01/20 10:30至2015/01/20 14:0 ,2015/01/20 14:0以後,0937849892,2015/1/20~2015/1/21,272宜蘭縣南澳鄉     
【區域1】高雄市新興區錦田路、興邦路,2015/01/20 10:17至2015/01/20 16:0 ,2015/01/20 16:0以後,,2015/1/20~2015/1/21,800高雄市新興區     
【區域1】台中市北區五順街;五義街;五權路;學士路;崇德路一段 等附近,2015/01/20 10:26至2015/01/20 13:26 ,2015/01/20 13:26以後,22442469.1910,2015/1/20~2015/1/21,404台中市北區       
【區域1】新北市林口區水壓降低區域:林口里、東林里、工二工業區全、粉寮路全、仁愛路一段全、中正路老街全、自強社區全;工七路;工九路;工二路;工八路;工三路;工五路;工六路;工四路;中山路;自強一街;自強七街;自強九街;自強二街;自強八街;自強三街;自強五街;自強六街;自強四街;宏昌街;佳林路;林口路;粉寮一街;粉寮路一段;粉寮路二段;粉寮醒吾新村;新生街;新寮路興林路,2015/01/20 10:40至2015/01/20 18:0【上午10點40分至下午6點】,2015/1/12 18:0以後,02-26031880 ;0928282342,2015/1/20~2015/1/21,244新北市林口區     
【區域1】新北市新莊區光復路2段87巷全部,2015/01/22 9:0至2015/01/22 18:0 ,2015/01/22 18:0以後,29966681轉208,2015/1/20~2015/1/23,242新北市新莊區     
【區域1】新竹縣新豐鄉新興路3號至新興路197巷 (全),2015/01/20 10:30至2015/01/20 16:0 ,2015/01/20 16:0以後,03-5981603  1910,2015/1/20~2015/1/21,304新竹縣新豐鄉     
【區域1】台中市沙鹿區福幼街1號~200號含巷弄,2015/01/20 10:52至2015/01/20 12:52 ,2015/01/20 12:52以後,04-26312127,2015/1/20~2015/1/21,433台中市沙鹿區     
【區域1】新北市新莊區化成路632號~816號(含及其周邊巷弄).化成路814巷(全部).光華路17~59號(單號側).光華路22~54號(雙號側).中山路290巷(全部).,2015/01/23 9:0至2015/01/23 18:0 ,2015/01/23 18:0以後,29966681轉208,2015/1/20~2015/1/24,242新北市新莊區     
