Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,30 - 50,,1 - 3,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,25 - 45,,1 - 3,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,60 - 80,臭氧,4 - 8,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,55 - 75,懸浮微粒,4 - 7,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,50 - 70,懸浮微粒,4 - 7,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,25 - 45,,1 - 3,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,30 - 50,,1 - 3,2015-12-09,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,25 - 45,,1 - 3,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,70 - 90,臭氧,4 - 8,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,50 - 70,懸浮微粒,4 - 7,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,50 - 70,懸浮微粒,4 - 7,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,25 - 45,,1 - 3,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,30 - 50,,1 - 3,2015-12-08,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,澎湖,30 - 50,,1 - 3,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,金門,35 - 55,懸浮微粒,2 - 3,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,馬祖,30 - 50,,1 - 3,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,25 - 45,,1 - 3,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,45 - 65,懸浮微粒,4 - 7,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,50 - 70,懸浮微粒,3 - 6,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,45 - 65,懸浮微粒,3 - 6,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,25 - 45,,1 - 3,2015-12-07,2015-12-07 12:00
1.7日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.7日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.8至9日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,30 - 50,,1 - 3,2015-12-07,2015-12-07 12:00
