Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 2,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,高屏,70 - 90,臭氧,4 - 7,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,雲嘉南,70 - 90,懸浮微粒,4 - 7,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,中部,65 - 85,懸浮微粒,4 - 7,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,竹苗,35 - 55,懸浮微粒,2 - 3,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,北部,40 - 60,懸浮微粒,2 - 3,2015-11-20,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 2,2015-11-19,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-19,2015-11-17 18:29
1.18日高屏地區PSI為不良等級，其他地區及外島PSI為良好至普通等級，指標污染物為臭氧。2.18日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.19日及20日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他為低至中等級。,高屏,70 - 90,臭氧,4 - 7,2015-11-19,2015-11-17 18:29
