Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,花東,25 - 45,,1 - 3,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,高屏,65 - 85,懸浮微粒,4 - 8,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,雲嘉南,55 - 75,懸浮微粒,3 - 6,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,中部,50 - 70,懸浮微粒,3 - 6,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,竹苗,35 - 55,懸浮微粒,1 - 3,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,北部,35 - 55,懸浮微粒,1 - 3,2015-11-28,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,花東,30 - 50,,1 - 3,2015-11-27,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,宜蘭,35 - 55,懸浮微粒,2 - 3,2015-11-27,2015-11-26 11:30
1.26日雲嘉南地區PSI為不良好等級，局部地區受地表風速增強影響，出現揚塵天氣，環保署提醒過敏族群減少戶外活動時間。其他地區及外島地區PSI為普通等級，指標污染物為懸浮微粒。2.26日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.27至28日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏PM2.5為中至高等級；其他地區為低至中等級。,高屏,65 - 85,懸浮微粒,4 - 8,2015-11-27,2015-11-26 11:30
