SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
二林,彰化縣,50,,良好,1.9,0.22,20,44,18,11,2.1,34,3,12.64,1.34,2015-10-17 02:00
三重,新北市,44,,良好,4.1,0.76,,22,,31,,,2,60.4,29.46,2015-10-17 02:00
三義,苗栗縣,37,,良好,1.6,0.2,19,34,12,13,2.7,32,2,13.67,.97,2015-10-17 02:00
土城,新北市,36,,良好,1.1,0.2,41,28,18,6.6,1.8,282,2,7.27,.7,2015-10-17 02:00
士林,臺北市,41,,良好,1.3,0.15,50,32,5,3.9,2.2,122,1,4.12,.18,2015-10-17 02:00
大同,臺北市,50,,良好,4.1,0.46,,53,12,16,,,2,18.59,2.79,2015-10-17 02:00
大里,臺中市,53,懸浮微粒,普通,3,0.57,2.5,53,30,25,0.7,237,3,32.55,7.06,2015-10-17 02:00
大園,桃園市,50,,良好,2.9,0.18,43,36,12,9,4.7,52,2,11.17,2.13,2015-10-17 02:00
大寮,高雄市,65,懸浮微粒,普通,6.8,0.53,22,75,40,26,,,4,27.04,.87,2015-10-17 02:00
小港,高雄市,66,懸浮微粒,普通,3,0.47,41,76,52,14,1.4,50,5,15.15,.73,2015-10-17 02:00
中山,臺北市,41,,良好,2.6,0.32,33,36,22,14,2.1,110,2,16.06,1.98,2015-10-17 02:00
中壢,桃園市,51,懸浮微粒,普通,4.7,0.26,40,54,12,10,2.3,149,2,12.53,2.49,2015-10-17 02:00
仁武,高雄市,79,懸浮微粒,普通,5.7,0.51,44,94,49,15,1.4,83,4,16.25,1.12,2015-10-17 02:00
斗六,雲林縣,50,,良好,2.9,0.49,1.6,38,33,32,1.1,39,4,38.8,6.71,2015-10-17 02:00
冬山,宜蘭縣,46,,良好,1.5,0.16,31,44,21,2.3,1.8,282,2,2.59,.32,2015-10-17 02:00
