Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,25 - 45,,1 - 3,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,70 - 90,臭氧,6 - 9,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,55 - 75,臭氧,4 - 8,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,55 - 75,臭氧,4 - 8,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,50 - 70,臭氧,2 - 3,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,70 - 90,臭氧,2 - 3,2015-12-21,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,花東,25 - 45,,1 - 3,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,高屏,75 - 95,臭氧,6 - 9,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,雲嘉南,55 - 75,臭氧,4 - 8,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,中部,55 - 75,臭氧,4 - 8,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,竹苗,55 - 75,臭氧,2 - 3,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,北部,30 - 50,,1 - 3,2015-12-20,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,澎湖,30 - 50,,1 - 3,2015-12-19,2015-12-19 10:30
1.19日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.19日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.20日、21日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。高屏地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。,金門,45 - 65,懸浮微粒,2 - 3,2015-12-19,2015-12-19 10:30
