Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 2,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,高屏,80 - 100,臭氧,6 - 8,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,雲嘉南,80 - 100,懸浮微粒,6 - 8,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,中部,80 - 100,懸浮微粒,3 - 6,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,竹苗,40 - 60,臭氧,3 - 5,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,北部,30 - 50,,3 - 5,2015-11-17,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 2,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,高屏,80 - 100,臭氧,5 - 8,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,雲嘉南,65 - 85,臭氧,3 - 6,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,中部,60 - 80,臭氧,3 - 6,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,竹苗,30 - 50,,1 - 3,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,北部,30 - 50,,1 - 3,2015-11-16,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,澎湖,25 - 45,,1 - 3,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,金門,30 - 50,,2 - 3,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,馬祖,25 - 45,,1 - 3,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,花東,25 - 45,,1 - 3,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,高屏,70 - 90,臭氧,4 - 7,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,雲嘉南,60 - 80,懸浮微粒,4 - 7,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,中部,60 - 80,懸浮微粒,3 - 6,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,竹苗,25 - 45,,1 - 3,2015-11-15,2015-11-14 17:29
1.15日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。2.15日高屏PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.16日及17日全臺各地PSI為良好至普通等級；指標污染物為懸浮微粒及臭氧；高屏及雲嘉南地區PM2.5指標為中至高等級，其他為低至中等級。,北部,25 - 45,,1 - 3,2015-11-15,2015-11-14 17:29
